"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,56.2,,
"GRC","Greece","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,50.6,,
"GRC","Greece","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,57.7,,
"GRC","Greece","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,52.1,,
"GRC","Greece","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,52.2,,
"GRC","Greece","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,53.6,,
"GRC","Greece","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,55.4,,
"GRC","Greece","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,55,,
"GRC","Greece","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,53.1,,
"GRC","Greece","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,54.9,,
"GRC","Greece","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,58.9,,
"GRC","Greece","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,56.3,,
"GRC","Greece","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,56.5,,
"GRC","Greece","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,56.1,,
"GRC","Greece","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,57.1,,
"GRC","Greece","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,55.2,,
"GRC","Greece","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,56.8,,
"GRC","Greece","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,61.6,,
"GRC","Greece","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,71,,
"HUN","Hungary","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,74.1,,
"HUN","Hungary","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,78.5,,
"HUN","Hungary","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,80.1,,
"HUN","Hungary","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,77.2,,
"HUN","Hungary","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,82.7,,
"HUN","Hungary","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,76.6,,
"HUN","Hungary","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,80.3,,
"HUN","Hungary","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,80.6,,
"HUN","Hungary","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,57.1,,
"HUN","Hungary","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,67.1,,
"HUN","Hungary","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,74.5,,
"HUN","Hungary","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,75.1,,
"HUN","Hungary","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,75.4,,
"HUN","Hungary","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,71.6,,
"HUN","Hungary","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,67.6,,
"HUN","Hungary","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,57,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.9,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,77.7,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,80.7,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,73.3,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.6,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,78.1,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,78.5,,
"HUN","Hungary","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,82.1,,
"HUN","Hungary","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,80.5,,
"HUN","Hungary","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.9,,
"HUN","Hungary","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,81.6,,
"HUN","Hungary","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,84,,
"HUN","Hungary","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.2,,
"HUN","Hungary","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,81.5,,
"HUN","Hungary","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,87,,
"HUN","Hungary","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,87.1,,
"ISL","Iceland","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,83.2,,
"ISL","Iceland","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,87.2,,
"ISL","Iceland","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,89.3,,
"ISL","Iceland","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,86.1,,
"ISL","Iceland","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,84.3,,
"ISL","Iceland","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,75.3,,
"ISL","Iceland","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,77,,
"ISL","Iceland","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,82.9,,
"ISL","Iceland","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,82.2,,
"ISL","Iceland","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,89.7,,
"ISL","Iceland","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,84.1,,
"ISL","Iceland","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,82.5,,
"ISL","Iceland","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,76.3,,
"ISL","Iceland","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,79.8,,
"ISL","Iceland","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,73,,
"ISL","Iceland","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,75.5,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,82.1,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,83.7,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,89.2,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,87.4,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.5,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,73.6,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,76.1,,
"ISL","Iceland","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,81.8,,
"ISL","Iceland","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,85.1,,
"ISL","Iceland","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,90.3,,
"ISL","Iceland","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,92.5,,
"ISL","Iceland","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,87.1,,
"ISL","Iceland","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,89.8,,
"ISL","Iceland","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,79.7,,
"ISL","Iceland","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,80.7,,
"ISL","Iceland","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,88.9,,
"IRL","Ireland","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,70,,
"IRL","Ireland","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,71.9,,
"IRL","Ireland","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,73.9,,
"IRL","Ireland","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.2,,
"IRL","Ireland","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.3,,
"IRL","Ireland","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,67.4,,
"IRL","Ireland","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,71.8,,
"IRL","Ireland","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,77,,
"IRL","Ireland","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.5,,
"IRL","Ireland","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,48.6,,
"IRL","Ireland","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,49,,
"IRL","Ireland","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,53.2,,
"IRL","Ireland","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55,,
"IRL","Ireland","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,53.9,,
"IRL","Ireland","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,33.6,,
"IRL","Ireland","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,47.8,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,65.7,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,69.3,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.3,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.4,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,73.7,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,67.7,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,70.9,,
"IRL","Ireland","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,80.7,,
"IRL","Ireland","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,76.8,,
"IRL","Ireland","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,78.1,,
"IRL","Ireland","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,80.3,,
"IRL","Ireland","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,80.6,,
"IRL","Ireland","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,81.6,,
"IRL","Ireland","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,79.7,,
"IRL","Ireland","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,85.2,,
"IRL","Ireland","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,87.6,,
"ITA","Italy","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,63.7,,
"ITA","Italy","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,63.9,,
"ITA","Italy","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,64.5,,
"ITA","Italy","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,65.1,,
"ITA","Italy","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,65.3,,
"ITA","Italy","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,57.8,,
"ITA","Italy","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,59.3,,
"ITA","Italy","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,62.4,,
"ITA","Italy","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,59,,
"ITA","Italy","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,59.9,,
"ITA","Italy","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,60.6,,
"ITA","Italy","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,61.8,,
"ITA","Italy","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.4,,
"ITA","Italy","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,59.3,,
"ITA","Italy","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,54.9,,
"ITA","Italy","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,57.4,,
"ITA","Italy","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,66.9,,
"ITA","Italy","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,67.5,,
"ITA","Italy","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,67.4,,
"ITA","Italy","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,66.8,,
"ITA","Italy","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,67.1,,
"ITA","Italy","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,64.5,,
"ITA","Italy","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,62.5,,
"ITA","Italy","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,66,,
"ITA","Italy","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,69.2,,
"ITA","Italy","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,68,,
"ITA","Italy","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,70,,
"ITA","Italy","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,72.1,,
"ITA","Italy","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,70.2,,
"ITA","Italy","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,66,,
"ITA","Italy","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,66.5,,
"ITA","Italy","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,70.1,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,74.2,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74.1,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.3,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.7,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.6,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,71,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,72.8,,
"LUX","Luxembourg","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,74.2,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,66.2,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,64.4,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,63.8,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,64,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,66.2,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,61.7,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,56.7,,
"LUX","Luxembourg","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,57,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,67.2,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.3,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74.5,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,70.3,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,72.5,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,63.5,,
"LUX","Luxembourg","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,63.6,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,83.4,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,84.5,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,84,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,83.6,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,84.7,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,83.8,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,84.1,,
"LUX","Luxembourg","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,85.1,,
"MEX","Mexico","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,67.9,,
"MEX","Mexico","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,70.2,,
"MEX","Mexico","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,68.8,,
"MEX","Mexico","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,69.3,,
"MEX","Mexico","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,69.2,,
"MEX","Mexico","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,47.4,,
"MEX","Mexico","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,51.7,,
